Dataset,Experiment,Seed,Loss,Conf,Alpha,Beta,N,RF Acc,MMD,MAE x3
3-chain-non-linear,9,50,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,50,0.85,0.07263,0.36422
3-chain-non-linear,10,51,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,50,0.725,0.07459,0.15952
3-chain-non-linear,1,42,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,0.75,0.0636,0.42433
3-chain-non-linear,2,43,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,0.675,0.04614,0.19481
3-chain-non-linear,3,44,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,0.85,0.12029,0.37074
3-chain-non-linear,4,45,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,0.9,0.15938,2.33851
3-chain-non-linear,5,46,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,0.725,0.04708,0.17648
3-chain-non-linear,6,47,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,0.75,0.06484,0.24292
3-chain-non-linear,7,48,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,0.75,0.05394,0.33347
3-chain-non-linear,8,49,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,0.75,0.07199,0.3329
3-chain-non-linear,9,50,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,0.8,0.07866,0.36825
3-chain-non-linear,10,51,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,0.7,0.06497,0.16898
3-chain-non-linear,1,42,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,0.775,0.06238,0.28654
3-chain-non-linear,2,43,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,0.7,0.04461,0.16223
3-chain-non-linear,3,44,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,0.825,0.11619,0.31412
3-chain-non-linear,4,45,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,0.9,0.15761,2.40447
3-chain-non-linear,5,46,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,0.7,0.04781,0.17386
3-chain-non-linear,6,47,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,0.75,0.08114,0.23943
3-chain-non-linear,7,48,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,0.75,0.05332,0.35058
3-chain-non-linear,8,49,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,0.75,0.06441,0.354
3-chain-non-linear,9,50,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,0.775,0.07742,0.34285
3-chain-non-linear,10,51,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,0.8,0.09935,0.68144
3-chain-non-linear,1,42,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,0.8,0.05817,0.27206
3-chain-non-linear,2,43,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,0.7,0.04259,0.35353
3-chain-non-linear,3,44,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,0.825,0.12266,0.22478
3-chain-non-linear,4,45,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,0.825,0.11208,2.23837
3-chain-non-linear,5,46,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,0.65,0.04237,0.16774
3-chain-non-linear,6,47,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,0.725,0.07727,0.15882
3-chain-non-linear,7,48,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,0.725,0.06296,0.37522
3-chain-non-linear,8,49,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,0.8,0.06341,0.43585
3-chain-non-linear,9,50,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,0.725,0.06893,0.34104
3-chain-non-linear,10,51,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,0.8,0.10015,0.70292
3-chain-non-linear,1,42,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,0.725,0.06046,0.26524
3-chain-non-linear,2,43,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,0.825,0.05337,0.41877
3-chain-non-linear,3,44,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,0.825,0.12918,0.21976
3-chain-non-linear,4,45,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,0.875,0.14585,1.63081
3-chain-non-linear,5,46,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,0.7,0.0496,0.16066
3-chain-non-linear,6,47,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,0.875,0.1177,0.21278
3-chain-non-linear,7,48,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,0.8,0.15287,0.38676
3-chain-non-linear,8,49,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,0.825,0.06477,0.53688
3-chain-non-linear,9,50,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,0.775,0.06293,0.36971
3-chain-non-linear,10,51,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,0.85,0.08962,0.74204
3-chain-non-linear,1,42,mse,MSE,1.0,0.0,100,0.675,0.05501,0.12564
3-chain-non-linear,2,43,mse,MSE,1.0,0.0,100,0.75,0.04277,0.25262
3-chain-non-linear,3,44,mse,MSE,1.0,0.0,100,0.7,0.04992,0.12922
3-chain-non-linear,4,45,mse,MSE,1.0,0.0,100,0.725,0.03729,0.21185
3-chain-non-linear,5,46,mse,MSE,1.0,0.0,100,0.65,0.04861,0.25067
3-chain-non-linear,6,47,mse,MSE,1.0,0.0,100,0.6,0.05067,0.13692
3-chain-non-linear,7,48,mse,MSE,1.0,0.0,100,0.825,0.07697,0.39561
3-chain-non-linear,8,49,mse,MSE,1.0,0.0,100,0.75,0.03817,0.21026
3-chain-non-linear,9,50,mse,MSE,1.0,0.0,100,0.75,0.07737,0.18271
3-chain-non-linear,10,51,mse,MSE,1.0,0.0,100,0.725,0.04722,0.12826
3-chain-non-linear,1,42,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,0.7,0.05967,0.13436
3-chain-non-linear,2,43,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,0.75,0.04382,0.21543
3-chain-non-linear,3,44,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,0.75,0.06986,0.1434
3-chain-non-linear,4,45,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,0.7,0.03412,0.21979
3-chain-non-linear,5,46,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,0.625,0.0471,0.2228
3-chain-non-linear,6,47,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,0.65,0.04712,0.17168
3-chain-non-linear,7,48,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,0.825,0.07188,0.35703
3-chain-non-linear,8,49,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,0.775,0.04412,0.20048
3-chain-non-linear,9,50,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,0.775,0.0826,0.16905
3-chain-non-linear,10,51,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,0.725,0.05765,0.13222
3-chain-non-linear,1,42,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,0.7,0.05488,0.14064
3-chain-non-linear,2,43,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,0.7,0.04,0.22482
3-chain-non-linear,3,44,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,0.725,0.07274,0.16389
3-chain-non-linear,4,45,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,0.875,0.1277,0.25819
3-chain-non-linear,5,46,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,0.725,0.0449,0.21911
3-chain-non-linear,6,47,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,0.8,0.05122,0.2305
3-chain-non-linear,7,48,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,0.8,0.07046,0.35497
3-chain-non-linear,8,49,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,0.825,0.05398,0.16848
3-chain-non-linear,9,50,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,0.775,0.0891,0.17353
3-chain-non-linear,10,51,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,0.65,0.05726,0.15521
3-chain-non-linear,1,42,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,0.75,0.06403,0.14545
3-chain-non-linear,2,43,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,0.7,0.03366,0.2296
3-chain-non-linear,3,44,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,0.775,0.07327,0.19219
3-chain-non-linear,4,45,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,0.8,0.13927,0.26582
3-chain-non-linear,5,46,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,0.725,0.04722,0.2099
3-chain-non-linear,6,47,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,0.8,0.0576,0.25525
3-chain-non-linear,7,48,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,0.8,0.06833,0.3583
3-chain-non-linear,8,49,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,0.825,0.05411,0.18286
3-chain-non-linear,9,50,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,0.75,0.08853,0.176
3-chain-non-linear,10,51,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,0.725,0.05617,0.16917
3-chain-non-linear,1,42,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,0.675,0.0532,0.15245
3-chain-non-linear,2,43,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,0.775,0.03275,0.23887
3-chain-non-linear,3,44,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,0.8,0.07772,0.23532
3-chain-non-linear,4,45,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,0.75,0.14183,0.24421
3-chain-non-linear,5,46,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,0.7,0.05316,0.2104
3-chain-non-linear,6,47,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,0.775,0.06056,0.27443
3-chain-non-linear,7,48,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,0.75,0.06578,0.35864
3-chain-non-linear,8,49,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,0.775,0.05649,0.22107
3-chain-non-linear,9,50,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,0.775,0.08697,0.18072
3-chain-non-linear,10,51,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,0.85,0.13579,0.1384
3-chain-non-linear,1,42,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,0.675,0.0559,0.17139
3-chain-non-linear,2,43,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,0.75,0.03244,0.25383
3-chain-non-linear,3,44,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,0.7,0.09127,0.1456
3-chain-non-linear,4,45,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,0.775,0.12673,0.26274
3-chain-non-linear,5,46,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,0.65,0.05335,0.21882
3-chain-non-linear,6,47,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,0.85,0.0575,0.39732
3-chain-non-linear,7,48,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,0.775,0.06446,0.3614
3-chain-non-linear,8,49,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,0.725,0.05743,0.25417
3-chain-non-linear,9,50,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,0.775,0.08116,0.19751
3-chain-non-linear,10,51,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,0.85,0.15697,0.14825
3-chain-non-linear,1,42,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,0.775,0.08272,0.19204
3-chain-non-linear,2,43,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,0.775,0.0311,0.27754
3-chain-non-linear,3,44,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,0.775,0.08689,0.14669
3-chain-non-linear,4,45,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,0.75,0.1243,0.26028
3-chain-non-linear,5,46,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,0.675,0.04405,0.18339
3-chain-non-linear,6,47,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,0.75,0.05766,0.31236
3-chain-non-linear,7,48,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,0.775,0.05993,0.35278
3-chain-non-linear,8,49,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,0.775,0.05623,0.29047
3-chain-non-linear,9,50,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,0.775,0.06315,0.20472
3-chain-non-linear,10,51,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,0.825,0.13778,0.16754
3-chain-non-linear,1,42,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,0.725,0.07799,0.18394
3-chain-non-linear,2,43,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,0.725,0.03247,0.34535
3-chain-non-linear,3,44,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,0.75,0.08159,0.17395
3-chain-non-linear,4,45,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,0.875,0.12482,0.70365
3-chain-non-linear,5,46,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,0.55,0.04086,0.25601
3-chain-non-linear,6,47,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,0.875,0.20049,0.26238
3-chain-non-linear,7,48,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,0.8,0.05823,0.32558
3-chain-non-linear,8,49,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,0.775,0.0555,0.28937
3-chain-non-linear,9,50,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,0.75,0.05546,0.18982
3-chain-non-linear,10,51,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,0.85,0.15378,0.13728
3-chain-non-linear,1,42,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,0.725,0.08857,0.19457
3-chain-non-linear,2,43,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,0.75,0.03254,0.39536
3-chain-non-linear,3,44,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,0.725,0.07106,0.17961
3-chain-non-linear,4,45,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,0.8,0.13485,0.25488
3-chain-non-linear,5,46,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,0.65,0.03263,0.32544
3-chain-non-linear,6,47,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,0.875,0.19787,0.28755
3-chain-non-linear,7,48,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,0.8,0.08293,0.31989
3-chain-non-linear,8,49,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,0.8,0.06848,0.25243
3-chain-non-linear,9,50,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,0.75,0.05303,0.27556
3-chain-non-linear,10,51,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,0.875,0.12518,0.69688
4-chain-linear,1,42,mse,MSE,1.0,0.0,50,0.75,0.0422,0.57808
4-chain-linear,2,43,mse,MSE,1.0,0.0,50,0.8,0.04682,0.55678
4-chain-linear,3,44,mse,MSE,1.0,0.0,50,0.8,0.04922,0.56109
4-chain-linear,4,45,mse,MSE,1.0,0.0,50,0.925,0.07666,0.55496
4-chain-linear,5,46,mse,MSE,1.0,0.0,50,0.675,0.03853,0.56399
4-chain-linear,6,47,mse,MSE,1.0,0.0,50,0.825,0.04812,0.56858
4-chain-linear,7,48,mse,MSE,1.0,0.0,50,0.775,0.0491,0.55818
4-chain-linear,8,49,mse,MSE,1.0,0.0,50,0.8,0.05374,0.54545
4-chain-linear,9,50,mse,MSE,1.0,0.0,50,0.825,0.04233,0.55331
4-chain-linear,10,51,mse,MSE,1.0,0.0,50,0.775,0.06197,0.55421
4-chain-linear,1,42,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,50,0.725,0.04148,0.58398
4-chain-linear,2,43,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,50,0.775,0.04549,0.55772
4-chain-linear,3,44,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,50,0.825,0.0498,0.56109
4-chain-linear,4,45,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,50,0.925,0.0762,0.55496
4-chain-linear,5,46,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,50,0.75,0.0426,0.56791
4-chain-linear,6,47,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,50,0.875,0.04771,0.56548
4-chain-linear,7,48,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,50,0.8,0.05148,0.55799
4-chain-linear,8,49,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,50,0.725,0.05418,0.54546
4-chain-linear,9,50,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,50,0.825,0.04164,0.55311
4-chain-linear,10,51,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,50,0.775,0.0675,0.55369
4-chain-linear,1,42,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,50,0.75,0.0419,0.56057
4-chain-linear,2,43,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,50,0.775,0.04564,0.55703
4-chain-linear,3,44,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,50,0.8,0.05084,0.56105
4-chain-linear,4,45,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,50,0.925,0.07569,0.55495
4-chain-linear,5,46,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,50,0.775,0.04338,0.56793
4-chain-linear,6,47,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,50,0.825,0.04588,0.56075
4-chain-linear,7,48,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,50,0.8,0.05233,0.55802
4-chain-linear,8,49,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,50,0.725,0.05878,0.54549
4-chain-linear,9,50,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,50,0.825,0.04115,0.55285
4-chain-linear,10,51,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,50,0.775,0.07929,0.54852
4-chain-linear,1,42,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,50,0.75,0.03799,0.5482
4-chain-linear,2,43,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,50,0.775,0.04497,0.55704
4-chain-linear,3,44,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,50,0.8,0.05636,0.56105
4-chain-linear,4,45,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,50,0.95,0.07884,0.55496
4-chain-linear,5,46,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,50,0.8,0.04554,0.56373
4-chain-linear,6,47,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,50,0.825,0.04735,0.5582
4-chain-linear,7,48,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,50,0.8,0.05383,0.55793
4-chain-linear,8,49,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,50,0.8,0.05654,0.54549
4-chain-linear,9,50,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,50,0.8,0.04132,0.55722
4-chain-linear,10,51,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,50,0.8,0.07694,0.54779
4-chain-linear,1,42,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,50,0.75,0.03855,0.54533
4-chain-linear,2,43,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,50,0.775,0.04658,0.55645
4-chain-linear,3,44,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,50,0.825,0.05261,0.56102
4-chain-linear,4,45,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,50,0.95,0.07948,0.55496
4-chain-linear,5,46,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,50,0.8,0.04591,0.56416
4-chain-linear,6,47,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,50,0.85,0.04821,0.55129
4-chain-linear,7,48,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,50,0.775,0.0536,0.55992
4-chain-linear,8,49,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,50,0.8,0.06232,0.54543
4-chain-linear,9,50,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,50,0.825,0.04186,0.55571
4-chain-linear,10,51,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,50,0.75,0.07128,0.54597
4-chain-linear,1,42,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,0.725,0.04529,0.53008
4-chain-linear,2,43,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,0.8,0.04508,0.55645
4-chain-linear,3,44,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,0.8,0.05506,0.56166
4-chain-linear,4,45,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,0.95,0.07952,0.55503
4-chain-linear,5,46,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,0.825,0.04641,0.56421
4-chain-linear,6,47,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,0.9,0.04652,0.55257
4-chain-linear,7,48,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,0.775,0.05812,0.56172
4-chain-linear,8,49,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,0.85,0.06197,0.5456
4-chain-linear,9,50,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,0.875,0.04452,0.55169
4-chain-linear,10,51,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,0.775,0.07113,0.54576
4-chain-linear,1,42,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,0.8,0.04842,0.52219
4-chain-linear,2,43,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,0.7,0.05109,0.55664
4-chain-linear,3,44,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,0.775,0.05692,0.56174
4-chain-linear,4,45,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,0.95,0.07844,0.55497
4-chain-linear,5,46,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,0.775,0.04556,0.5646
4-chain-linear,6,47,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,0.85,0.04832,0.54828
4-chain-linear,7,48,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,0.8,0.05324,0.56143
4-chain-linear,8,49,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,0.875,0.06125,0.54559
4-chain-linear,9,50,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,0.85,0.04561,0.5451
4-chain-linear,10,51,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,0.75,0.06841,0.54362
4-chain-linear,1,42,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,0.825,0.05089,0.52837
4-chain-linear,2,43,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,0.8,0.0607,0.55528
4-chain-linear,3,44,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,0.775,0.05935,0.56308
4-chain-linear,4,45,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,0.925,0.0777,0.55498
4-chain-linear,5,46,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,0.85,0.04792,0.56692
4-chain-linear,6,47,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,0.875,0.04954,0.55632
4-chain-linear,7,48,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,0.8,0.05054,0.56048
4-chain-linear,8,49,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,0.825,0.06227,0.54564
4-chain-linear,9,50,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,0.85,0.04524,0.54312
4-chain-linear,10,51,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,0.75,0.06945,0.54339
4-chain-linear,1,42,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,0.825,0.05648,0.55841
4-chain-linear,2,43,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,0.85,0.05433,0.55536
4-chain-linear,3,44,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,0.775,0.05827,0.56327
4-chain-linear,4,45,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,0.925,0.0778,0.555
4-chain-linear,5,46,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,0.85,0.04895,0.56699
4-chain-linear,6,47,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,0.85,0.04574,0.55067
4-chain-linear,7,48,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,0.8,0.05354,0.55703
4-chain-linear,8,49,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,0.825,0.07143,0.54564
4-chain-linear,9,50,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,0.875,0.04447,0.53837
4-chain-linear,10,51,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,0.675,0.07515,0.54377
4-chain-linear,1,42,mse,MSE,1.0,0.0,100,0.825,0.04988,0.54239
4-chain-linear,2,43,mse,MSE,1.0,0.0,100,0.9,0.35383,0.58369
